"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N#","HasSafetyRec","Mode","ReportType","OriginalPublishedDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","ProbableCause","Findings","DocketUrl"
"DCA14CA161","ACC","90092","2014-09-15T21:27:00Z","Miami","Florida","United States",,"N654A","false","Aviation","DirectorBrief","2018-09-05T04:00:00Z","None","0","0","0","The failure of the first officer to control the airplane pitch after touchdown. Contributing to the accident was the first officers inexperience in the aircraft type.","Personnel issues - Action/decision - Action - Incorrect action performance - Copilot, Personnel issues - Experience/knowledge - Experience/qualifications - Total experience - Copilot","https://data.ntsb.gov/Docket?ProjectID=90092"
"ENG14IA029","INC","90628","2014-09-13T04:00:00Z","Hodeida",,"Yemen",,"7O-FAB","false","Aviation","DirectorBrief","2016-03-08T05:00:00Z","None","0","0","0","The probable cause of the undercowl engine fire was the burn-through of the combustion chamber inner liner from the accumulation of dust that became molten during operating and infiltrated the combustion chamber thermal barrier coating causing it to spall off and accelerate normal thermal distress.  The burn-though of the combustion chamber caused downstream hardware to experience higher than designed temperatures that resulted in mechanical and thermal distress to the point that the low pressure turbine case began to melt.  Contributing to the combustion chamber failure was the operators' failure to do recommended borescope inspections that would have detected the combustion chamber distress and hence the removal of the engine before it was allowed to progress to the point that the combustion and turbine sections of the engine failed.","Aircraft - Aircraft power plant - Engine (turbine/turboprop) - Combustion section - Failure, Aircraft - Aircraft power plant - Engine (turbine/turboprop) - Combustion section - Not serviced/maintained, Aircraft - Aircraft power plant - Engine (turbine/turboprop) - Combustion section - Inadequate inspection, Personnel issues - Action/decision - Action - Lack of action - Maintenance personnel","https://data.ntsb.gov/Docket?ProjectID=90628"
"DCA14CA170","ACC","90189","2014-09-12T21:26:00Z","Chicago","Illinois","United States",,"N16147","false","Aviation","DirectorBrief","2019-08-23T04:00:00Z","Minor","0","0","1","The tractor driver's failure to give way to the taxiing airplane.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Ground crew","https://data.ntsb.gov/Docket?ProjectID=90189"
"WPR14LA374","ACC","90067","2014-09-12T12:15:00Z","Tombstone","Arizona","United States",,"N64AW","false","Aviation","DirectorBrief","2016-04-20T04:00:00Z","None","0","0","0","A partial loss of engine power during cruise flight due to loose “B” nut fittings and a bent tube as a result of maintenance personnel’s inadequate inspection of the nuts during the most recent inspection.","Aircraft - Fluids/misc hardware - Misc hardware - Fasteners - Incorrect service/maintenance, Aircraft - Fluids/misc hardware - Misc hardware - Hoses and tubes - Incorrect service/maintenance, Personnel issues - Task performance - Maintenance - Scheduled/routine maintenance - Maintenance personnel, Personnel issues - Task performance - Maintenance - Installation - Other, Aircraft - Fluids/misc hardware - Misc hardware - Fasteners - Related operating info, Aircraft - Fluids/misc hardware - Misc hardware - Fasteners - Related maintenance info","https://data.ntsb.gov/Docket?ProjectID=90067"
"ERA14WA429","ACC","90046","2014-09-06T21:05:00Z","Araracuara",,"Colombia",,"HK4755","false","Aviation","None",,"Fatal","10","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=90046"
"ANC14CA077","ACC","90063","2014-09-06T18:00:00Z","Gakona","Alaska","United States",,"N432X","false","Aviation","DirectorBrief","2014-11-13T05:00:00Z","None","0","0","0","The pilot's inability to maintain directional control after the airplane's main landing gear tire deflated during takeoff.","Aircraft - Aircraft systems - Landing gear system - Tire casing - Failure, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Attain/maintain not possible, Environmental issues - Physical environment - Object/animal/substance - Tree(s) - Contributed to outcome","https://data.ntsb.gov/Docket?ProjectID=90063"
"ENG14RA024","INC","90055","2014-09-06T10:41:00Z","Lahore, Pakistan",,"Pakistan",,"AP-BKN","false","Aviation","None",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=90055"
"DCA14WA160","INC","90090","2014-09-06T00:19:00Z","London",,"Canada",,"N16954","false","Aviation","None",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=90090"
"CEN14FA462","ACC","89965","2014-08-27T20:03:00Z","Las Cruces","New Mexico","United States",,"N51RX","false","Aviation","DirectorBrief","2017-05-03T04:00:00Z","Fatal","4","0","0","The misfueling of the airplane with jet fuel instead of the required aviation fuel, and the resultant detonation and a total loss of engine power during initial climb. Contributing to the accident were the line service technician's inadvertent misfueling of the airplane, the pilot's inadequate supervision of the fuel servicing, and the fixed-base operator's use of a small fuel nozzle on its jet fuel truck.","Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid type, Aircraft - Fluids/misc hardware - Fluids - Fuel - Incorrect service/maintenance, Aircraft - Aircraft power plant - Engine (reciprocating) - (general) - Damaged/degraded, Personnel issues - Action/decision - Action - Lack of action - Pilot, Personnel issues - Task performance - Use of equip/info - Use of equip/system - Airport personnel, Personnel issues - Action/decision - Action - Incorrect action selection - Airport personnel, Environmental issues - Operating environment - Airport facilities/design - Fuel service/equipment - Awareness of condition, Environmental issues - Operating environment - Airport facilities/design - Fuel service/equipment - Effect on equipment, Environmental issues - Operating environment - Airport facilities/design - Fuel service/equipment - Contributed to outcome","https://data.ntsb.gov/Docket?ProjectID=89965"
"DCA14CA155","ACC","89973","2014-08-27T15:30:00Z","Columbus","Ohio","United States",,"N204JQ","false","Aviation","DirectorBrief","2015-09-01T04:00:00Z","Serious","0","1","0","the capabilities of the beverage cart were exceeded which resulted in the cart toppling over and fracturing the flight attendant's foot.","Aircraft - Aircraft systems - Equipment/furnishings - Flight compartment equipment - Capability exceeded","https://data.ntsb.gov/Docket?ProjectID=89973"
"ANC14FA068","ACC","89947","2014-08-24T14:05:00Z","Coldfoot","Alaska","United States",,"N4827K","false","Aviation","DirectorBrief","2017-03-08T05:00:00Z","Serious","0","4","0","The pilot’s improper inflight planning and improper decision to deliberately operate the airplane at low altitude in close proximity to obstructions and rising terrain. Contributing to the accident were the pilot’s improper preflight planning and the Federal Aviation Administration’s inappropriate decision to issue a 14 Code of Federal Regulations Part 135 certificate to the operator despite the pilot’s history of accidents, incidents, reexaminations, and checkride failures.","Personnel issues - Task performance - Planning/preparation - (general) - Pilot, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Environmental issues - Physical environment - Terrain - (general) - Decision related to condition, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Incorrect use/operation, Personnel issues - Task performance - Use of equip/info - (general) - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - (general) - Capability exceeded, Personnel issues - Task performance - Planning/preparation - Flight planning/navigation - Pilot, Personnel issues - Task performance - Planning/preparation - Weight/balance calculations - Pilot, Organizational issues - Support/oversight/monitoring - Oversight - Oversight of operation - FAA/Regulator","https://data.ntsb.gov/Docket?ProjectID=89947"
"CEN14CA455","ACC","89956","2014-08-22T19:00:00Z","Hemphill","Texas","United States",,"N421YX","false","Aviation","DirectorBrief","2014-12-05T05:00:00Z","Serious","0","1","1","The airplane's inadvertent encounter with wake turbulence during cruise flight, which resulted in a serious injury to a flight attendant.","Environmental issues - Conditions/weather/phenomena - Turbulence - Wake turbulence - Effect on operation","https://data.ntsb.gov/Docket?ProjectID=89956"
"DCA14CA157","ACC","89983","2014-08-18T14:21:00Z","Reykjavik","Atlantic Ocean","Iceland",,"N666UA","false","Aviation","DirectorBrief","2015-09-01T04:00:00Z","Serious","0","1","0","The capabilities of the beverage cart were exceeded which resulted in the cart toppling over and fracturing the flight attendant's foot.","Aircraft - Aircraft systems - Equipment/furnishings - Passenger compartment equip - Capability exceeded","https://data.ntsb.gov/Docket?ProjectID=89983"
"OPS14IA011","INC","89910","2014-08-15T22:35:00Z","Shemya","Alaska","United States",,"N773AN","false","Aviation","DirectorBrief","2015-08-11T04:00:00Z","None","0","0","0","The air traffic controller’s failure to identify a conflict between two aircraft and to issue an adequate clearance, which resulted in a loss of required separation. Contributing to the incident was the Federal Aviation Administration’s failure to provide controllers adequate automated conflict detection assistance, which removed a layer of backup to controller judgment and reduced the overall level of safety.","Personnel issues - Action/decision - Info processing/decision - Identification/recognition - ATC personnel, Organizational issues - Development - Design - Interface design - ATC, Organizational issues - Management - Resources - Availability of equipment - FAA/Regulator","https://data.ntsb.gov/Docket?ProjectID=89910"
"WPR14LA346","ACC","89880","2014-08-14T10:41:00Z","Salt Lake City","Utah","United States",,"N758SW","false","Aviation","DirectorBrief","2018-07-16T04:00:00Z","None","0","0","0","The disconnection of baggage carts that subsequently collided with the parked airplane following the tug driving over a dip in the roadway.","Personnel issues - Task performance - Use of equip/info - (general) - Ground crew, Environmental issues - Physical environment - Object/animal/substance - Ground equipment - Contributed to outcome, Environmental issues - Physical environment - Terrain - Rough terrain - Effect on operation","https://data.ntsb.gov/Docket?ProjectID=89880"
"CEN14LA425","ACC","89866","2014-08-13T10:30:00Z","Braithwaite","Louisiana","United States",,"N2272X","false","Aviation","DirectorBrief","2016-01-21T05:00:00Z","Minor","0","0","3","The pilot's mismanagement of the fuel system, which resulted in a total loss of engine power due to fuel starvation and the subsequent forced landing.","Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot, Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid management, Environmental issues - Physical environment - Object/animal/substance - Wire - Awareness of condition","https://data.ntsb.gov/Docket?ProjectID=89866"
"DCA14CA147","ACC","89887","2014-08-10T07:05:00Z","Harrisburg","Pennsylvania","United States",,"N815EX","false","Aviation","DirectorBrief","2018-03-09T05:00:00Z","None","0","0","0","the airplanes collision with geese during the takeoff roll.","Environmental issues - Physical environment - Object/animal/substance - Animal(s)/bird(s) - Effect on equipment","https://data.ntsb.gov/Docket?ProjectID=89887"
"CEN14LA430","ACC","89879","2014-08-09T08:34:00Z","San Antonio","Texas","United States",,"N943LR","false","Aviation","DirectorBrief","2017-08-28T04:00:00Z","None","0","0","0","Failure of the tow bar shear pin, which resulted in the tug operator’s loss of control of the airplane during pushback operations. Contributing to the accident was the tug operator’s inability to communicate to the flight crew to apply the airplane’s brakes.","Personnel issues - Task performance - Use of equip/info - Use of equip/system - Ground crew, Personnel issues - Task performance - Communication (personnel) - Lack of communication - Ground crew","https://data.ntsb.gov/Docket?ProjectID=89879"
"WPR14FA324","ACC","89783","2014-08-01T14:00:00Z","Tahoma","California","United States",,"N3597T","false","Aviation","DirectorBrief","2016-08-10T04:00:00Z","Serious","0","2","0","The pilot's loss of helicopter control due to settling with power while maneuvering for takeoff.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Conditions/weather/phenomena - Temp/humidity/pressure - High density altitude - Effect on equipment, Aircraft - Aircraft oper/perf/capability - Aircraft capability - Climb capability - Capability exceeded","https://data.ntsb.gov/Docket?ProjectID=89783"
"DCA14LA137","ACC","89806","2014-07-29T23:40:00Z","San Diego","California","United States",,"N553UA","false","Aviation","DirectorBrief","2020-06-08T04:00:00Z","None","0","0","0","the first officer's failure to maintain the correct airspeed and pitch attitude during landing that resulted in a tailstrike.","Personnel issues - Action/decision - Action - Incorrect action performance - Pilot","https://data.ntsb.gov/Docket?ProjectID=89806"
"WPR14LA313","ACC","89741","2014-07-25T17:46:00Z","Boulder City","Nevada","United States",,"N154GC, N190GC","false","Aviation","DirectorBrief","2016-09-14T04:00:00Z","None","0","0","0","The airplane flight crew’s failure to exercise the necessary vigilance and precautions and yield the right of way to the landing helicopter, which resulted in the airplane colliding with the helicopter. Contributing to the accident was the helicopter pilot’s decision to continue his descent without positively determining that the airplane did not pose a collision hazard.","Personnel issues - Psychological - Attention/monitoring - Monitoring other aircraft - Pilot of other aircraft, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot","https://data.ntsb.gov/Docket?ProjectID=89741"
"DCA14RA127","ACC","89686","2014-07-17T04:00:00Z","Hrabove",,"Ukraine",,"9M-MRD","false","Aviation","None",,"Fatal","295","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=89686"
"ENG14IA019","INC","89657","2014-07-11T14:45:00Z","Los Angeles","California","United States",,"N139DL","false","Aviation","DirectorBrief","2015-06-04T04:00:00Z","None","0","0","0","The combination of fuel leaking from the integrated drive generator (IDG) fuel/oil heat exchanger and the coincident arcing of the IDG power feeder cables that ignited the leaking fuel.  Contributing to the ignition of the fuel was the misrouting of the IDG power feeder cables, which resulted in chaffed cables that exposed the electrical wire that contacted a metal bracket, creating an arc.","Personnel issues - Task performance - Maintenance - Modification/alteration - Maintenance personnel, Personnel issues - Task performance - Maintenance - Repair - Maintenance personnel, Aircraft - Aircraft systems - Electrical power system - Electrical pwr sys wiring - Incorrect service/maintenance, Aircraft - Aircraft systems - Electrical power system - Electrical pwr sys wiring - Incorrect service/maintenance, Aircraft - Aircraft systems - Electrical power system - Alternator-generator drive sys - Failure, Aircraft - Aircraft systems - Electrical power system - Alternator-generator drive sys - Failure, Aircraft - Fluids/misc hardware - Fluids - Fuel - Related maintenance info","https://data.ntsb.gov/Docket?ProjectID=89657"
"WPR14LA272","ACC","89560","2014-06-29T18:30:00Z","Dietrich","Idaho","United States",,"N350CR","false","Aviation","DirectorBrief","2016-07-25T04:00:00Z","Serious","0","3","0","The pilot’s sudden incapacitation from a previously undiagnosed medical condition while in cruise flight, which resulted in his inability to maintain helicopter control.","Personnel issues - Physical - Impairment/incapacitation - Cardiovascular - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - (general) - Attain/maintain not possible","https://data.ntsb.gov/Docket?ProjectID=89560"
"DCA14WA176","ACC","90512","2014-06-23T17:30:00Z","Tarragona",,"Spain",,"EI-ENB","false","Aviation","None",,"Serious","0","1","0",,,"https://data.ntsb.gov/Docket?ProjectID=90512"
"CEN14LA312","ACC","89520","2014-06-23T14:45:00Z","Texarkana","Texas","United States",,"N407EM","false","Aviation","DirectorBrief","2016-05-16T04:00:00Z","None","0","0","0","The failure of the two fuel control unit drive bearings for reasons that could not be determined based on the available evidence, which resulted in an uncommanded engine acceleration and subsequent overspeed condition. Contributing to the accident was the pilot’s improper autorotation, which resulted in a hard landing.","Aircraft - Aircraft power plant - Engine fuel and control - Fuel controlling system - Failure, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained","https://data.ntsb.gov/Docket?ProjectID=89520"
"DCA14FA122","ACC","89499","2014-06-20T04:00:00Z","Kabul",,"Afghanistan",,"N768NA","false","Aviation","DirectorBrief","2017-01-23T05:00:00Z","Minor","0","0","4","the early reduction of engine thrust that resulted in an excessive sink rate and nose high pitch attitude during the landing flare.

Contributing to the accident was a significant change in the vertical and horizontal wind components just prior to touchdown.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Conditions/weather/phenomena - Wind - Sudden wind shift - Response/compensation","https://data.ntsb.gov/Docket?ProjectID=89499"
"ANC14CA042","ACC","89480","2014-06-18T10:45:00Z","Coldfoot","Alaska","United States",,"N74713","false","Aviation","DirectorBrief","2014-08-14T04:00:00Z","None","0","0","0","The pilot's failure to maintain adequate main rotor rpm while maneuvering at a low altitude, which resulted in an emergency landing on uneven terrain.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Prop/rotor parameters - Not attained/maintained, Environmental issues - Physical environment - Terrain - Sloped/uneven terrain - Contributed to outcome","https://data.ntsb.gov/Docket?ProjectID=89480"
"WPR14LA251","ACC","89477","2014-06-17T14:30:00Z","Wailuku","Hawaii","United States",,"N6094H","false","Aviation","DirectorBrief","2017-03-23T04:00:00Z","None","0","0","0","The failure of the engine’s pneumatic fuel control line fitting, resulting in a loss of engine power. Contributing to the failure was the repeated loosening and re-torqueing of the fitting during required maintenance and inspection.","Aircraft - Aircraft systems - Pneumatic system - Pneumatic distribution system - Failure, Personnel issues - Task performance - Maintenance - Scheduled/routine maintenance - Maintenance personnel, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Physical environment - Terrain - Rough terrain - Effect on operation","https://data.ntsb.gov/Docket?ProjectID=89477"
"DCA14CA120","ACC","89484","2014-06-17T10:30:00Z","Dallas","Texas","United States",,"N968WN","false","Aviation","DirectorBrief","2015-09-01T04:00:00Z","Serious","0","1","0","A buildup of pressure in the coffee filter package resulting in the release of hot coffee and grounds when the potlocking handle was raised, which resulted in 2nd and 3rd degree burns.","Aircraft - Aircraft systems - Equipment/furnishings - Buffet/galleys - Malfunction","https://data.ntsb.gov/Docket?ProjectID=89484"
"DCA14CA124","ACC","89527","2014-06-17T04:00:00Z","Newark","New Jersey","United States",,"N77066","false","Aviation","DirectorBrief","2015-09-01T04:00:00Z","Serious","0","1","0","A hot liquid splashed from a meal box onto the flight attendant's hand, resulting in a 2nd degree burn.","Personnel issues - Task performance - (general) - (general) - Cabin crew","https://data.ntsb.gov/Docket?ProjectID=89527"
"CEN14FA286","ACC","89428","2014-06-11T15:30:00Z","South Timbalier Platform",,"United States",,"N207MY","false","Aviation","DirectorBrief","2016-07-25T04:00:00Z","Fatal","2","0","0","The pilot's loss of helicopter control for reasons that could not be determined based on the available information.","Not determined - Not determined - (general) - (general) - Unknown/Not determined, Personnel issues - Physical - Health/Fitness - Predisposing condition - Pilot","https://data.ntsb.gov/Docket?ProjectID=89428"
"ANC14LA041","ACC","89436","2014-06-11T12:40:00Z","Anchorage","Alaska","United States",,"N356EV","false","Aviation","DirectorBrief","2021-05-05T04:00:00Z","None","0","0","0","The pilot’s improper engine start procedure, which resulted in an overspeed of the engine and main rotor drive system.","Personnel issues - Task performance - Use of equip/info - Use of policy/procedure - Pilot, Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot","https://data.ntsb.gov/Docket?ProjectID=89436"
"ERA14WA296","INC","89464","2014-06-10T13:12:00Z","Pucallpa",,"Peru",,"OB-1181P","false","Aviation","None","2020-11-03T05:00:00Z","None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=89464"
"ANC14LA040","ACC","89427","2014-06-09T14:05:00Z","Chitina","Alaska","United States",,"N29137","false","Aviation","DirectorBrief","2017-05-01T04:00:00Z","None","0","0","0","The failure of the engine’s No. 1 piston connecting rod retaining bolts due to fatigue, which resulted in a total loss of engine power during cruise flight.","Aircraft - Aircraft power plant - Power plant - (general) - Failure","https://data.ntsb.gov/Docket?ProjectID=89427"
"WPR14LA235","ACC","89383","2014-06-07T18:31:00Z","Page","Arizona","United States",,"N5589E","false","Aviation","DirectorBrief","2014-12-15T05:00:00Z","None","0","0","0","The pilot’s improper landing flare in gusting wind conditions, his inadequate recovery from the subsequent bounced landing, and his decision to perform a go-around with insufficient airspeed to climb.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Physical environment - Object/animal/substance - Tree(s) - Contributed to outcome, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Incorrect use/operation, Personnel issues - Action/decision - Action - Incorrect action performance - Pilot, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Environmental issues - Conditions/weather/phenomena - Wind - Gusts - Contributed to outcome","https://data.ntsb.gov/Docket?ProjectID=89383"
"ANC14LA034","ACC","89339","2014-06-01T14:15:00Z","Galena","Alaska","United States",,"N2631R","false","Aviation","DirectorBrief","2021-05-05T04:00:00Z","Minor","0","0","2","A total loss of engine power for undetermined reasons, which necessitated a forced landing on unsuitable terrain, during which the airplane flipped over and became partially submerged in water.","Not determined - Not determined - (general) - (general) - Unknown/Not determined","https://data.ntsb.gov/Docket?ProjectID=89339"
"CEN14IA270","INC","89333","2014-05-30T10:45:00Z","Eugene Island 182A",,"United States",,"N1197","false","Aviation","DirectorBrief","2016-04-20T04:00:00Z","None","0","0","0","The improper repair of the outer combustion case, which led to its ultimate failure due to the continued progression of a fatigue crack and resulted in a partial loss of engine power during takeoff.","Aircraft - Aircraft power plant - Engine (turbine/turboprop) - Combustion section - Fatigue/wear/corrosion, Aircraft - Aircraft power plant - Engine (turbine/turboprop) - Combustion section - Failure, Personnel issues - Task performance - Maintenance - Repair - Maintenance personnel","https://data.ntsb.gov/Docket?ProjectID=89333"
"CEN14LA262","ACC","89300","2014-05-28T16:00:00Z","Traverse City","Michigan","United States",,"N299SK","false","Aviation","DirectorBrief","2014-12-15T05:00:00Z","None","0","0","0","An in-flight collision with a bird during the descent to land, which resulted in substantial damage to the airplane.","Environmental issues - Physical environment - Object/animal/substance - Animal(s)/bird(s) - Contributed to outcome","https://data.ntsb.gov/Docket?ProjectID=89300"
"ANC14CA036","ACC","89353","2014-05-14T21:50:00Z","Aniak","Alaska","United States",,"N1275N","false","Aviation","DirectorBrief","2014-09-30T04:00:00Z","None","0","0","0","The pilot's failure to maintain clearance from a forklift while taxiing.","Personnel issues - Psychological - Attention/monitoring - Task monitoring/vigilance - Pilot, Environmental issues - Physical environment - Object/animal/substance - Ground vehicle - Contributed to outcome","https://data.ntsb.gov/Docket?ProjectID=89353"
"ANC14IA028","INC","89235","2014-05-14T15:00:00Z","South Naknek","Alaska","United States",,"N30541","false","Aviation","DirectorBrief","2015-08-11T04:00:00Z","None","0","0","0","A fire in the airplane’s engine compartment that initiated for reasons that could not be determined due to extensive fire damage.","Not determined - Not determined - (general) - (general) - Unknown/Not determined","https://data.ntsb.gov/Docket?ProjectID=89235"
"DCA14CA093","ACC","89211","2014-05-12T20:30:00Z","Boston","Massachusetts","United States",,"N933DN","false","Aviation","DirectorBrief","2020-03-30T04:00:00Z","None","0","0","0","the captain's failure to verify the communications between himself and the tug operator, which resulted in him applying of brakes while the airplane was being pushed back from the gate by the tug with tow bar attached.","Personnel issues - Psychological - Attention/monitoring - Monitoring communications - Pilot, Personnel issues - Action/decision - Action - Incorrect action selection - Pilot","https://data.ntsb.gov/Docket?ProjectID=89211"
"CEN14LA239","ACC","89207","2014-05-09T16:37:00Z","Columbus","Ohio","United States",,"N718MV","false","Aviation","DirectorBrief","2016-12-12T05:00:00Z","None","0","0","0","The flight crew’s decision to attempt an engine start in conditions that exceeded the engine's maximum allowable ground start crosswind component limitation.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Powerplant parameters - Incorrect use/operation, Personnel issues - Action/decision - Action - Incorrect action selection - Flight crew","https://data.ntsb.gov/Docket?ProjectID=89207"
"ENG14WA012","INC","89174","2014-05-06T04:00:00Z","Melbourne, Australia",,"Australia",,"VN-A371","false","Aviation","None","2020-11-03T05:00:00Z","None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=89174"
"CEN14FA232","ACC","89183","2014-05-03T12:30:00Z","Telluride","Colorado","United States",,"N407MH","false","Aviation","DirectorBrief","2016-08-10T04:00:00Z","None","0","0","0","The failure of the power turbine thrust (No. 5) bearing due to overheating as a result of oil starvation, which led to the engine failure. Also causal to the accident was an undocumented repair to the gearbox cover oil delivery tube port during which an insert was threaded into the oil delivery tube port that subsequently restricted the oil flow to the power turbine thrust bearing.","Aircraft - Aircraft power plant - Engine (turbine/turboprop) - Turbine section - Failure, Aircraft - Aircraft power plant - Engine (turbine/turboprop) - Oil system - Damaged/degraded, Aircraft - Aircraft power plant - Engine (turbine/turboprop) - Oil system - Incorrect service/maintenance, Environmental issues - Physical environment - Object/animal/substance - Hidden/submerged object - Contributed to outcome, Aircraft - Fluids/misc hardware - Fluids - Oil - Not specified","https://data.ntsb.gov/Docket?ProjectID=89183"
"OPS14IA007","INC","89220","2014-04-29T16:39:00Z","Powhatan","Virginia","United States",,"UNK","false","Aviation","DirectorBrief","2015-03-10T04:00:00Z","Minor","0","0","4","The air traffic controller’s failure to provide required advisories about significant radar-observed convective precipitation along both airplanes’ flight routes and the air route traffic control center’s lack of a program to ensure that air traffic controllers provide this required information to pilots, which led to both airplanes encountering severe turbulence. Contributing to the airplanes’ encounters with severe turbulence was the flight crews’ failure to detect the precipitation using on-board radar and request deviations, as necessary, to avoid the hazard.","Personnel issues - Task performance - Communication (personnel) - Lack of communication - ATC personnel, Personnel issues - Task performance - Use of equip/info - Use of equip/system - Flight crew, Personnel issues - Action/decision - Action - Lack of action - Flight crew, Organizational issues - Management - Policy/procedure - Availability of policy/proc - ATC, Organizational issues - Management - Culture - Standard operating practices - ATC","https://data.ntsb.gov/Docket?ProjectID=89220"
"ENG14RA014","INC","89245","2014-04-29T04:00:00Z","Perth, Australia",,"Australia",,"VH-NJI","false","Aviation","None","2020-11-03T05:00:00Z","None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=89245"
"OPS14IA005","INC","89111","2014-04-24T16:03:00Z","Newark","New Jersey","United States",,"N11176, N77520","false","Aviation","DirectorBrief","2015-07-07T04:00:00Z","None","0","0","0","The local controller’s failure to comply with Federal Aviation Administration separation requirements for aircraft operating on intersecting runways.","Personnel issues - Action/decision - Action - Incorrect action performance - ATC personnel, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - ATC personnel, Personnel issues - Task performance - Communication (personnel) - Issuing instructions - ATC personnel, Personnel issues - Action/decision - Info processing/decision - Expectation/assumption - ATC personnel, Environmental issues - Operating environment - Air traffic/operating proc - Visual approach procedure - Ability to respond/compensate","https://data.ntsb.gov/Docket?ProjectID=89111"
"CEN14CA209","ACC","89095","2014-04-21T08:30:00Z","Put in Bay","Ohio","United States",,"N405S","false","Aviation","DirectorBrief","2014-05-21T04:00:00Z","None","0","0","0","An inflight collision with a goose while on an approach.","Environmental issues - Physical environment - Object/animal/substance - Animal(s)/bird(s) - Ability to respond/compensate","https://data.ntsb.gov/Docket?ProjectID=89095"
"DCA14CA083","ACC","88944","2014-03-17T03:00:00Z","Seattle","Pacific Ocean","United States",,"N803NW","false","Aviation","DirectorBrief","2015-09-01T04:00:00Z","Serious","0","1","0","the flight attendant inadvertently tripping over a passenger's foot that was protruding into the aisle, which resulted in the flight attendant fracturing her foot.","Environmental issues - Physical environment - Object/animal/substance - Person - Effect on personnel","https://data.ntsb.gov/Docket?ProjectID=88944"
"DCA14MA081","ACC","88921","2014-03-13T19:22:00Z","Philadelphia","Pennsylvania","United States",,"N113UW","false","Aviation","BoardBrief","2016-02-24T05:00:00Z","None","0","0","0","the  captain's decision to reject the takeoff after the airplane had rotated. Contributing to the accident was the flight crew's failure to follow standard operating procedures by not verifying that the airplane's flight management computer was properly configured for takeoff and the captain's failure to perform the correct action in response to the electronic centralized aircraft monitoring alert.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Personnel issues - Action/decision - Action - Incorrect action performance - Flight crew, Personnel issues - Action/decision - Action - Incorrect action performance - Pilot, Aircraft - Aircraft systems - Navigation system - Flt management computing sys - Incorrect use/operation","https://data.ntsb.gov/Docket?ProjectID=88921"
"DCA14RA076","ACC","88885","2014-03-08T05:00:00Z","Kuala Lampur",,"Malaysia",,"9M-MRO","false","Aviation","None",,"Fatal","239","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=88885"
"DCA14CA090","ACC","89175","2014-03-05T01:00:00Z","San Diego","California","United States",,"N809DN","false","Aviation","DirectorBrief","2015-11-19T05:00:00Z","Serious","0","1","0","the flight attendant's inadvertent trip and fall over a passenger bag that was in the aisle.","Personnel issues - Miscellaneous - (general) - (general) - Cabin crew","https://data.ntsb.gov/Docket?ProjectID=89175"
